Row,Quantity Per PCB,References,Value,Datasheet,Footprint,Description,Manufacturer,Manufacturer Part Number,Supplier Part Number
1,1,U1,ESP32-S3-WROOM-1-N4,kicad-embed://esp32-s3-wroom-1_wroom-1u_datasheet_en.pdf,XCVR_ESP32-S3-WROOM-1-N4,,Espressif,,
